ID,predict_proba
48786,0.5095395702424191
53074,0.49129053391776867
11758,0.5014041076783122
49289,0.7311819206199051
56787,0.5057496686854271
27135,0.4663332036044046
1222,0.47913804894832657
45631,0.49385587340597736
29686,0.48741585127275544
71663,0.5590368859126456
68721,0.5560355451144389
37270,0.5134897431259434
42999,0.6015917467268356
48467,0.5851324939784613
4262,0.5107504328425818
37193,0.48863601652134686
71073,0.5209637383464146
56558,0.5014919114270238
45027,0.4924612037121101
50873,0.501203878034783
28769,0.5076958148288477
2073,0.47890539301643786
23909,0.506079074045707
28823,0.498534503362265
67790,0.5080755986201376
49280,0.4904747643448137
16050,0.49059298688427083
60387,0.5962666727817397
56952,0.6724230819683487
57836,0.5019167688896286
22336,0.534256606214877
50057,0.485501312448852
24013,0.4871057135668311
62761,0.6311248727617642
33105,0.4877039737833465
71187,0.4979651079857211
64875,0.5964258384838784
38818,0.533612518046756
23810,0.4928164122821007
13104,0.5109282246378446
6189,0.4939820093738567
45980,0.4875206966785668
354,0.5078259183148498
17029,0.5010877911164638
25414,0.5129026743089218
26109,0.5003705330831572
23970,0.4724079689205342
54650,0.5058434025725658
65217,0.502311658669139
72792,0.4996317067965256
41345,0.5232890052175712
52812,0.5019747999523234
4258,0.48952661266433334
14040,0.5940133967375631
4515,0.48816140048528206
38851,0.5015597755897393
41855,0.5646091470159922
5193,0.4833313956357318
18821,0.4776433276909262
14537,0.5407298893443413
48016,0.5438801959812406
59936,0.4754911176378246
4354,0.5014041076783122
65690,0.5062157432575433
43097,0.5000142985581318
31901,0.6571874610024809
18398,0.502304026512647
68056,0.472276335946737
15085,0.5927040645685719
8706,0.5116038701452299
58770,0.49998916905279117
31822,0.47480850030519833
7764,0.4972048652742238
18924,0.471473117470575
39433,0.5003372364740287
72345,0.48615843078551807
55266,0.501638727411478
69248,0.49754006403779744
70011,0.49646152850139974
11196,0.489791007694319
60355,0.5115430553046455
49727,0.5038572538820754
63190,0.5010626408315024
42268,0.4910497909845953
43540,0.49032729789870166
21222,0.4956192182739357
60269,0.5256839326573377
28319,0.5118835762386069
45100,0.622043362415686
63037,0.4868410041145613
49710,0.49327702983489563
56489,0.5128349458929435
49983,0.5899034571885458
57826,0.49869458398345673
71061,0.4944250000778141
63914,0.5220544805337991
7059,0.5015521433445559
16666,0.49361327800999405
3562,0.5384497937720008
52418,0.4984314946350761
41683,0.4976848895348364
27787,0.5437190747206684
67576,0.537212050718065
25649,0.5095042838179634
33449,0.49910663471732747
36452,0.6409741106773933
55875,0.5323063962495476
41085,0.4875403859116489
44000,0.5286175741131363
51664,0.49839577440273536
15714,0.4980033921282148
7493,0.5432928021348254
69773,0.4902826712545094
70477,0.4811882318456508
731,0.5372628539151246
27458,0.4986215404768716
53110,0.4933600146348464
34018,0.5091331449409621
56895,0.5107862769377135
20973,0.49692907999482294
47526,0.5121393287384262
12178,0.50023181668739
27599,0.5008285425121637
34458,0.49832004942444436
43533,0.5085234654414537
62162,0.5015597755897393
31288,0.48591045771955343
65912,0.6059676003500504
27488,0.6297733754052666
6910,0.5017724629085529
51038,0.5043967249854152
36195,0.4812326968657209
28572,0.5909691300416986
69430,0.5044971470032424
66384,0.5338369071323779
25621,0.4995563314345055
54278,0.4816709663226422
18811,0.47027105071359726
21534,0.511548912752383
4011,0.56408197692731
46229,0.5142064652281757
63053,0.6432231075025401
41153,0.4981912386828724
10269,0.5089333733908791
16959,0.5091382281994797
48335,0.5740500584647888
40947,0.5293715308195471
35556,0.48338435096483884
35625,0.5658372854855491
31277,0.4893716156921851
62379,0.6274358275742759
44055,0.49740361869218336
41,0.5112385562622765
23092,0.4775628968663467
69916,0.5005660934028533
62836,0.4946109169169046
13410,0.5687454998279634
46427,0.5972129487354281
12358,0.49350872639928345
57176,0.5654099029759699
66871,0.4966993054954163
45069,0.5177022273789996
23250,0.5114253034190007
38820,0.5087095207918153
14756,0.50023652669876
13162,0.5203225735865982
47393,0.493481214800652
55963,0.4996429163274871
23103,0.4873447611452511
52501,0.4898600209080283
56066,0.49880225645076487
70951,0.5025475199741658
17701,0.5080981590018817
72935,0.5301963147070445
21618,0.4813123858590549
51660,0.4789358135025097
46710,0.4850355183814488
55338,0.5619610365542431
40037,0.47993648561317837
17785,0.49936162409624446
64511,0.5063272821249108
54688,0.48804434105663363
65020,0.5239361410194084
51183,0.4907618589708868
994,0.4905768130586289
41491,0.6005121402417055
13263,0.49808997378772824
43697,0.4949785705275867
31885,0.5004388664914844
64826,0.6071504776015673
69009,0.48575309834763747
19044,0.508879534033053
27703,0.5013695792730133
18167,0.4892242698502511
27751,0.4995563314345055
4659,0.5102487611131733
7880,0.5113813300008992
21858,0.49901857321091153
15824,0.4984718020119464
62502,0.4990109409214514
24486,0.4986741402487803
13924,0.5021619219358437
49458,0.4890870198678429
4491,0.49972375332002933
44581,0.5072218735861442
46424,0.5266603765483111
20291,0.4995040100045533
45736,0.5223284946173545
23965,0.4731699277220639
69538,0.568734298837436
34472,0.4868900932544051
60316,0.4955777728958503
56134,0.6346117211606325
38289,0.5078210599897709
14698,0.50074681487731
65244,0.4662429491229524
34977,0.4817942343592973
38174,0.5145573045266812
61063,0.6008929248361808
51225,0.5003705330831572
18691,0.7125365937602788
71232,0.5089799680840416
68280,0.49337040628934736
32023,0.5094855710930158
30335,0.5000897092909886
35877,0.4797463893550886
43035,0.4834597977805973
17512,0.5014995436778187
34571,0.4787624030308939
68773,0.5118726236307588
52532,0.6059412826409526
43210,0.5106891321388819
18568,0.47707658705083883
43905,0.4958692326174045
4704,0.5808366435077684
60535,0.5071632171484863
12598,0.5010955831431105
22592,0.4998499839519342
71692,0.5092203271030937
28509,0.5009436941829128
48429,0.49861861819243786
72655,0.6423747425529261
23192,0.5005285384215341
29366,0.4995563314345055
72226,0.4989596922617568
43235,0.5015316251281379
32194,0.4998392654385413
10486,0.5084934846603135
40285,0.5257595424536697
57629,0.501638727411478
31762,0.485362711711369
56692,0.4820435837162941
31040,0.4922546544081605
25257,0.5137842191228135
50206,0.5081841232047469
67343,0.5043443585854693
1400,0.5099436846041534
42094,0.5835052270362381
32966,0.483834856145248
25538,0.48172577662766175
13803,0.5418547454421505
23424,0.5327119051513554
14647,0.49985142889018924
13136,0.4997635117498215
68467,0.47837804285433894
11831,0.5007190687859979
71145,0.4776490995689625
58182,0.4974269431053599
55297,0.7312851795915415
22576,0.5012017691672973
6729,0.50023181668739
35049,0.49904981282898697
68993,0.5000159177780142
39521,0.49937555992989985
1785,0.5065849283487134
1636,0.49774692794787345
21645,0.5090705345804665
63045,0.4805925687313249
72827,0.4976383551012475
63619,0.47813341422690053
32444,0.5123196653219841
72799,0.4927303445010906
61072,0.5104984498044062
61143,0.4799574657570096
26982,0.5376958771985259
51680,0.5643400291988135
54215,0.4995563314345055
44389,0.5081136966165893
914,0.5064827547640147
38040,0.48722956549312435
20736,0.5304310668461725
9857,0.5150959912163654
10035,0.47448523992230546
48709,0.5915122671848927
15934,0.5346368091963932
47730,0.501473495818562
61002,0.4917025576393854
53515,0.5298364150436844
7714,0.5124724565396939
34338,0.515178459172148
8309,0.5014830596496413
45434,0.5067455723081435
55792,0.5000897092909886
34143,0.48233406646122523
23024,0.49917449931154734
1731,0.5317206586129379
4403,0.49043067354693415
69495,0.49152536057103974
10381,0.4916065560687304
25909,0.5371214478038829
67278,0.5077267936768655
28038,0.495729863521419
40076,0.4949067656511696
31470,0.5462122433538804
25000,0.5124899600084439
59760,0.49996479908607433
47980,0.5007541822378394
38317,0.5797058289372351
62197,0.5041817476643498
71208,0.6837377718370201
44315,0.5335472251338772
28075,0.48858635711153825
56340,0.570264985868393
29692,0.49269863104900136
49814,0.5037072547446486
33082,0.4768044017893193
16360,0.6261225495556336
51228,0.48743972630638893
36948,0.5345293368494202
31383,0.537441973673061
57016,0.4893733657414552
12518,0.4875986343907305
48946,0.50878544285723
44984,0.5373662927667123
33649,0.49950373132438514
38961,0.4743061098621707
51033,0.49354477670662406
1321,0.4940031900999165
2987,0.5118684161894798
24539,0.4843342023245543
72161,0.4986214780486038
56837,0.5590718495987242
54873,0.5331457153998861
53998,0.49812920314174325
40969,0.5043278181178589
2819,0.49918146302101196
42903,0.5104383655602963
51646,0.5506094846964522
29381,0.48810785402471163
46801,0.5025405103966039
32776,0.46899805890516505
27259,0.4731561276106185
24515,0.5029287966014165
42510,0.49188233033895923
47482,0.48275160848716325
15320,0.47818950247321346
64877,0.502091044303939
20824,0.49868177251451634
15217,0.47002006054536294
33032,0.487046850740457
44980,0.5008056535332073
22324,0.49115686775169587
16179,0.47981343755540845
20968,0.5593536830136449
56958,0.5571533611690036
14521,0.6472965253792635
64783,0.4979986821910939
64992,0.548427797938315
64908,0.5629555595424304
58609,0.5311438812099495
46126,0.4917403259153525
3885,0.4733340984213678
64831,0.4993630290736759
18254,0.5655675281884327
51503,0.5316377198586382
40389,0.5075830364331523
56189,0.5238109934070726
53277,0.6472467346631691
57340,0.5428817422600224
12662,0.502304026512647
66471,0.5080349491502502
37029,0.4841604339286079
39760,0.4982057970443652
13487,0.5105570780459715
70047,0.5077411890361965
29227,0.501035638604979
31565,0.5030258898425602
25815,0.48892623546462544
46700,0.49910663471732747
9967,0.519075862415744
71058,0.5114742115333539
53288,0.4983403754731977
15560,0.5099029226532796
39314,0.47508843844429366
72280,0.5247062524471948
70119,0.5138710676511846
42298,0.49917449931154734
14310,0.4872976584393603
56146,0.5811570660304701
9894,0.48800172499192845
70603,0.5272788096378401
45098,0.4932707441805652
65109,0.6052849461439563
34765,0.47956303125847605
11863,0.4747469646847935
26440,0.48947959774591787
15643,0.4999255456125422
66148,0.49972083101423864
32211,0.5011360136116226
22884,0.4925193646058421
5565,0.48263052366766535
29745,0.48561918973434615
59251,0.5007190687859979
58569,0.553545211661427
32802,0.510006515380989
11995,0.4889650171390663
32368,0.5003705330831572
42761,0.6545586525634104
55457,0.4801585371720549
